Beam_I [mm4],Column_I [mm4],Bracing_A [mm2],Load_Lat [kN],Disp_lat [m]
27.72,77.63,238.0,20.0,0.003368975536370134
27.72,77.63,238.0,30.0,0.005049123828182943
27.72,77.63,238.0,40.0,0.006729272119995753
27.72,77.63,238.0,50.0,0.008409420411808562
27.72,77.63,254.0,10.0,0.0015832048585593939
27.72,77.63,254.0,20.0,0.0031577029402024294
27.72,77.63,254.0,30.0,0.004732201021845465
27.72,77.63,254.0,40.0,0.006306699103488502
27.72,77.63,254.0,50.0,0.007881197185131538
27.72,77.63,307.0,10.0,0.0013120101990026394
27.72,77.63,307.0,20.0,0.0026152220580022262
27.72,77.63,307.0,30.0,0.003918433917001813
27.72,77.63,307.0,40.0,0.005221645776001398
27.72,77.63,307.0,50.0,0.006524857635000984
27.72,77.63,373.0,10.0,0.0010821136925066668
27.72,77.63,373.0,20.0,0.002155316249221973
27.72,77.63,373.0,30.0,0.003228518805937279
27.72,77.63,373.0,40.0,0.004301721362652586
27.72,77.63,373.0,50.0,0.005374923919367892
27.72,77.63,325.0,10.0,0.0012400416084471107
27.72,77.63,325.0,20.0,0.002471253983233761
27.72,77.63,325.0,30.0,0.00370246635802041
27.72,77.63,325.0,40.0,0.0049336787328070585
27.72,77.63,325.0,50.0,0.006164891107593709
27.72,104.5,137.0,10.0,0.0029226414456255223
27.72,104.5,137.0,20.0,0.005836794679492548
27.72,104.5,137.0,30.0,0.008750947913359572
27.72,104.5,137.0,40.0,0.011665101147226594
27.72,104.5,137.0,50.0,0.014579254381093622
27.72,104.5,153.0,10.0,0.002617909778367743
27.72,104.5,153.0,20.0,0.0052273043948565
27.72,104.5,153.0,30.0,0.007836699011345259
27.72,104.5,153.0,40.0,0.010446093627834017
27.72,104.5,153.0,50.0,0.013055488244322773
27.72,104.5,182.0,10.0,0.002202174514280665
27.72,104.5,182.0,20.0,0.004395785295399133
27.72,104.5,182.0,30.0,0.006589396076517601
27.72,104.5,182.0,40.0,0.008783006857636071
27.72,104.5,182.0,50.0,0.01097661763875454
27.72,104.5,178.0,10.0,0.002251461465332618
27.72,104.5,178.0,20.0,0.004494365876766696
27.72,104.5,178.0,30.0,0.006737270288200774
27.72,104.5,178.0,40.0,0.00898017469963485
27.72,104.5,178.0,50.0,0.01122307911106893
27.72,104.5,198.0,10.0,0.0020249465736057594
27.72,104.5,198.0,20.0,0.004041302759054856
27.72,104.5,198.0,30.0,0.006057658944503952
27.72,104.5,198.0,40.0,0.008074015129953049
27.72,104.5,198.0,50.0,0.010090371315402144
27.72,104.5,238.0,10.0,0.0016861627484068096
27.72,104.5,238.0,20.0,0.003363668885791976
27.72,104.5,238.0,30.0,0.005041175023177145
27.72,104.5,238.0,40.0,0.006718681160562313
27.72,104.5,238.0,50.0,0.008396187297947479
27.72,104.5,254.0,10.0,0.0015805389308725412
27.72,104.5,254.0,20.0,0.0031523949194608345
27.72,104.5,254.0,30.0,0.004724250908049131
27.72,104.5,254.0,40.0,0.006296106896637422
27.72,104.5,254.0,50.0,0.007867962885225715
27.72,104.5,307.0,10.0,0.0013093395444302076
27.72,104.5,307.0,20.0,0.002609909530253876
27.72,104.5,307.0,30.0,0.003910479516077544
27.72,104.5,307.0,40.0,0.005211049501901211
27.72,104.5,307.0,50.0,0.00651161948772488
27.72,104.5,373.0,10.0,0.0010794371831965345
27.72,104.5,373.0,20.0,0.002149998169818461
27.72,104.5,373.0,30.0,0.0032205591564403876
27.72,104.5,373.0,40.0,0.0042911201430623136
27.72,104.5,373.0,50.0,0.005361681129684239
27.72,104.5,325.0,10.0,0.0012373693537414232
27.72,104.5,325.0,20.0,0.002465939935139212
27.72,104.5,325.0,30.0,0.0036945105165370018
27.72,104.5,325.0,40.0,0.004923081097934787
27.72,104.5,325.0,50.0,0.006151651679332577
27.72,136.7,137.0,10.0,0.002920457028063518
27.72,136.7,137.0,20.0,0.005832436619472465
27.72,136.7,137.0,30.0,0.008744416210881414
27.72,136.7,137.0,40.0,0.011656395802290359
27.72,136.7,137.0,50.0,0.014568375393699312
27.72,136.7,153.0,10.0,0.0026157242154256116
27.72,136.7,153.0,20.0,0.005222945268233355
27.72,136.7,153.0,30.0,0.007830166321041103
27.72,136.7,153.0,40.0,0.010437387373848845
27.72,136.7,153.0,50.0,0.013044608426656591
27.72,136.7,182.0,10.0,0.0021999868697997176
27.72,136.7,182.0,20.0,0.004391424226382335
27.72,136.7,182.0,30.0,0.006582861582964953
27.72,136.7,182.0,40.0,0.008774298939547572
27.72,136.7,182.0,50.0,0.010965736296130185
27.72,136.7,178.0,10.0,0.0022492741082259364
27.72,136.7,178.0,20.0,0.004490005076035797
27.72,136.7,178.0,30.0,0.0067307360438456565
27.72,136.7,178.0,40.0,0.008971467011655515
27.72,136.7,178.0,50.0,0.011212197979465377
27.72,136.7,198.0,10.0,0.0020227577791795304
27.72,136.7,198.0,20.0,0.004036940616513864
27.72,136.7,198.0,30.0,0.0060511234538482
27.72,136.7,198.0,40.0,0.008065306291182532
27.72,136.7,198.0,50.0,0.010079489128516871
27.72,136.7,238.0,10.0,0.0016839710784152867
27.72,136.7,238.0,20.0,0.0033593040612814686
27.72,136.7,238.0,30.0,0.0050346370441476515
27.72,136.7,238.0,40.0,0.006709970027013836
27.72,136.7,238.0,50.0,0.008385303009880019
27.72,136.7,254.0,10.0,0.0015783461111782378
27.72,136.7,254.0,20.0,0.003148029024264765
27.72,136.7,254.0,30.0,0.0047177119373512915
27.72,136.7,254.0,40.0,0.006287394850437819
27.72,136.7,254.0,50.0,0.007857077763524345
27.72,136.7,307.0,10.0,0.001307142921175513
27.72,136.7,307.0,20.0,0.002605540100730627
27.72,136.7,307.0,30.0,0.0039039372802857422
27.72,136.7,307.0,40.0,0.005202334459840857
27.72,136.7,307.0,50.0,0.006500731639395969
27.72,136.7,373.0,10.0,0.0010772358366816545
27.72,136.7,373.0,20.0,0.002145624367435319
27.72,136.7,373.0,30.0,0.003214012898188983
27.72,136.7,373.0,40.0,0.004282401428942647
27.72,136.7,373.0,50.0,0.005350789959696312
27.72,136.7,325.0,10.0,0.0012351714407761848
27.72,136.7,325.0,20.0,0.0024615693099111903
27.72,136.7,325.0,30.0,0.003687967179046196
27.72,136.7,325.0,40.0,0.0049143650481812025
27.72,136.7,325.0,50.0,0.0061407629173162075
38.92,3.492,137.0,10.0,0.002989393010396739
38.92,3.492,137.0,20.0,0.005970005961307939
38.92,3.492,137.0,30.0,0.008950618912219141
38.92,3.492,137.0,40.0,0.011931231863130339
38.92,3.492,137.0,50.0,0.014911844814041543
38.92,3.492,153.0,10.0,0.002684686191812003
38.92,3.492,153.0,20.0,0.005360531216865771
38.92,3.492,153.0,30.0,0.008036376241919538
38.92,3.492,153.0,40.0,0.010712221266973304
38.92,3.492,153.0,50.0,0.013388066292027068
38.92,3.492,182.0,10.0,0.002268996006069783
38.92,3.492,182.0,20.0,0.004529040374496572
38.92,3.492,182.0,30.0,0.006789084742923362
38.92,3.492,182.0,40.0,0.00904912911135015
38.92,3.492,182.0,50.0,0.011309173479776941
38.92,3.492,178.0,10.0,0.002318276735831336
38.92,3.492,178.0,20.0,0.004627617049750175
38.92,3.492,178.0,30.0,0.006936957363669015
38.92,3.492,178.0,40.0,0.009246297677587851
38.92,3.492,178.0,50.0,0.011555637991506688
38.92,3.492,198.0,10.0,0.002091792963474883
38.92,3.492,198.0,20.0,0.0041745734946417035
38.92,3.492,198.0,30.0,0.0062573540258085225
38.92,3.492,198.0,40.0,0.008340134556975342
38.92,3.492,198.0,50.0,0.010422915088142158
38.92,3.492,238.0,10.0,0.0017530714837920372
38.92,3.492,238.0,20.0,0.0034969790177356904
38.92,3.492,238.0,30.0,0.005240886551679342
38.92,3.492,238.0,40.0,0.006984794085622998
38.92,3.492,238.0,50.0,0.00872870161956665
38.92,3.492,254.0,10.0,0.0016474726482100738
38.92,3.492,254.0,20.0,0.0032857209231656123
38.92,3.492,254.0,30.0,0.00492396919812115
38.92,3.492,254.0,40.0,0.00656221747307669
38.92,3.492,254.0,50.0,0.008200465748032229
38.92,3.492,307.0,10.0,0.0013763562073581728
38.92,3.492,307.0,20.0,0.0027432886144375707
38.92,3.492,307.0,30.0,0.00411022102151697
38.92,3.492,307.0,40.0,0.005477153428596366
38.92,3.492,307.0,50.0,0.006844085835675765
38.92,3.492,373.0,10.0,0.0011465575710026203
38.92,3.492,373.0,20.0,0.002283444496577247
38.92,3.492,373.0,30.0,0.0034203314221518746
38.92,3.492,373.0,40.0,0.004557218347726501
38.92,3.492,373.0,50.0,0.005694105273301128
38.92,3.492,325.0,10.0,0.0013044142567297137
38.92,3.492,325.0,20.0,0.0025993372303871626
38.92,3.492,325.0,30.0,0.0038942602040446133
38.92,3.492,325.0,40.0,0.005189183177702061
38.92,3.492,325.0,50.0,0.00648410615135951
38.92,6.062,137.0,10.0,0.002975723616047673
38.92,6.062,137.0,20.0,0.005942734018806264
38.92,6.062,137.0,30.0,0.008909744421564853
38.92,6.062,137.0,40.0,0.011876754824323443
38.92,6.062,137.0,50.0,0.01484376522708203
38.92,6.062,153.0,10.0,0.0026710090247298425
38.92,6.062,153.0,20.0,0.005333251531995584
38.92,6.062,153.0,30.0,0.00799549403926132
38.92,6.062,153.0,40.0,0.01065773654652706
38.92,6.062,153.0,50.0,0.013319979053792806
38.92,6.062,182.0,10.0,0.002255304798486325
38.92,6.062,182.0,20.0,0.0045017467259662654
38.92,6.062,182.0,30.0,0.006748188653446208
38.92,6.062,182.0,40.0,0.008994630580926151
38.92,6.062,182.0,50.0,0.011241072508406091
38.92,6.062,178.0,10.0,0.002304587461412219
38.92,6.062,178.0,20.0,0.00460032532229717
38.92,6.062,178.0,30.0,0.006896063183182117
38.92,6.062,178.0,40.0,0.009191801044067069
38.92,6.062,178.0,50.0,0.011487538904952016
38.92,6.062,198.0,10.0,0.002078094033777817
38.92,6.062,198.0,20.0,0.0041472721766415985
38.92,6.062,198.0,30.0,0.006216450319505381
38.92,6.062,198.0,40.0,0.00828562846236916
38.92,6.062,198.0,50.0,0.010354806605232945
38.92,6.062,238.0,10.0,0.0017393533189359878
38.92,6.062,238.0,20.0,0.0034696586232401024
38.92,6.062,238.0,30.0,0.005199963927544217
38.92,6.062,238.0,40.0,0.006930269231848333
38.92,6.062,238.0,50.0,0.008660574536152448
38.92,6.062,254.0,10.0,0.001633746815884044
38.92,6.062,254.0,20.0,0.003258392934397055
38.92,6.062,254.0,30.0,0.004883039052910065
38.92,6.062,254.0,40.0,0.0065076851714230746
38.92,6.062,254.0,50.0,0.008132331289936085
38.92,6.062,307.0,10.0,0.0013626050780141037
38.92,6.062,307.0,20.0,0.002715935606267008
38.92,6.062,307.0,30.0,0.004069266134519911
38.92,6.062,307.0,40.0,0.0054225966627728175
38.92,6.062,307.0,50.0,0.006775927191025721
38.92,6.062,373.0,10.0,0.00113277514276379
38.92,6.062,373.0,20.0,0.002256060602693519
38.92,6.062,373.0,30.0,0.0033793460626232474
38.92,6.062,373.0,40.0,0.0045026315225529774
38.92,6.062,373.0,50.0,0.005625916982482705
38.92,6.062,325.0,10.0,0.001290654569771236
38.92,6.062,325.0,20.0,0.0025719757702541736
38.92,6.062,325.0,30.0,0.0038532969707371113
38.92,6.062,325.0,40.0,0.005134618171220052
38.92,6.062,325.0,50.0,0.006415939371702987
38.92,10.33,137.0,10.0,0.0029620229058409933
38.92,10.33,137.0,20.0,0.005915399559028384
38.92,10.33,137.0,30.0,0.008868776212215781
38.92,10.33,137.0,40.0,0.011822152865403177
38.92,10.33,137.0,50.0,0.01477552951859057
38.92,10.33,153.0,10.0,0.0026573005160241427
38.92,10.33,153.0,20.0,0.005305909295277906
38.92,10.33,153.0,30.0,0.007954518074531671
38.92,10.33,153.0,40.0,0.010603126853785436
38.92,10.33,153.0,50.0,0.0132517356330392
38.92,10.33,182.0,10.0,0.0022415822053142532
38.92,10.33,182.0,20.0,0.004474390470538319
38.92,10.33,182.0,30.0,0.006707198735762388
38.92,10.33,182.0,40.0,0.008940007000986456
38.92,10.33,182.0,50.0,0.011172815266210522
38.92,10.33,178.0,10.0,0.0022908668073029314
38.92,10.33,178.0,20.0,0.004572970995072855
38.92,10.33,178.0,30.0,0.006855075182842782
38.92,10.33,178.0,40.0,0.009137179370612704
38.92,10.33,178.0,50.0,0.011419283558382629
38.92,10.33,198.0,10.0,0.0020643636953143487
38.92,10.33,198.0,20.0,0.004119908224430207
38.92,10.33,198.0,30.0,0.006175452753546065
38.92,10.33,198.0,40.0,0.008230997282661922
38.92,10.33,198.0,50.0,0.010286541811777777
38.92,10.33,238.0,10.0,0.0017256036895609047
38.92,10.33,238.0,20.0,0.003442275532677049
38.92,10.33,238.0,30.0,0.005158947375793196
38.92,10.33,238.0,40.0,0.0068756192189093415
38.92,10.33,238.0,50.0,0.008592291062025486
38.92,10.33,254.0,10.0,0.0016199894973643997
38.92,10.33,254.0,20.0,0.0032310022267196662
38.92,10.33,254.0,30.0,0.004842014956074932
38.92,10.33,254.0,40.0,0.006453027685430198
38.92,10.33,254.0,50.0,0.008064040414785463
38.92,10.33,307.0,10.0,0.001348822392304199
38.92,10.33,307.0,20.0,0.0026885198087324143
38.92,10.33,307.0,30.0,0.0040282172251606295
38.92,10.33,307.0,40.0,0.005367914641588844
38.92,10.33,307.0,50.0,0.006707612058017059
38.92,10.33,373.0,10.0,0.0011189610729889635
38.92,10.33,373.0,20.0,0.002228613839211329
38.92,10.33,373.0,30.0,0.0033382666054336944
38.92,10.33,373.0,40.0,0.004447919371656058
38.92,10.33,373.0,50.0,0.005557572137878423
38.92,10.33,325.0,10.0,0.0012768633030267494
38.92,10.33,325.0,20.0,0.0025445514982052803
38.92,10.33,325.0,30.0,0.0038122396933838124
38.92,10.33,325.0,40.0,0.005079927888562342
38.92,10.33,325.0,50.0,0.006347616083740874
38.92,16.73,137.0,10.0,0.0029512005923905283
38.92,16.73,137.0,20.0,0.005893807712616725
38.92,16.73,137.0,30.0,0.008836414832842924
38.92,16.73,137.0,40.0,0.01177902195306912
38.92,16.73,137.0,50.0,0.014721629073295312
38.92,16.73,153.0,10.0,0.002646472033568095
38.92,16.73,153.0,20.0,0.005284311283344898
38.92,16.73,153.0,30.0,0.007922150533121702
38.92,16.73,153.0,40.0,0.010559989782898507
38.92,16.73,153.0,50.0,0.013197829032675315
38.92,16.73,182.0,10.0,0.002230742584903284
38.92,16.73,182.0,20.0,0.004452781355070441
38.92,16.73,182.0,30.0,0.006674820125237599
38.92,16.73,182.0,40.0,0.008896858895404753
38.92,16.73,182.0,50.0,0.011118897665571916
38.92,16.73,178.0,10.0,0.0022800287200736243
38.92,16.73,178.0,20.0,0.004551363406184323
38.92,16.73,178.0,30.0,0.006822698092295021
38.92,16.73,178.0,40.0,0.00909403277840572
38.92,16.73,178.0,50.0,0.011365367464516423
38.92,16.73,198.0,10.0,0.002053517951419701
38.92,16.73,198.0,20.0,0.004098293017045239
38.92,16.73,198.0,30.0,0.006143068082670776
38.92,16.73,198.0,40.0,0.008187843148296315
38.92,16.73,198.0,50.0,0.010232618213921851
38.92,16.73,238.0,10.0,0.0017147426972420326
38.92,16.73,238.0,20.0,0.003420645186837767
38.92,16.73,238.0,30.0,0.005126547676433501
38.92,16.73,238.0,40.0,0.006832450166029238
38.92,16.73,238.0,50.0,0.00853835265562497
38.92,16.73,254.0,10.0,0.0016091224281020815
38.92,16.73,254.0,20.0,0.0032093658585340607
38.92,16.73,254.0,30.0,0.004809609288966039
38.92,16.73,254.0,40.0,0.006409852719398018
38.92,16.73,254.0,50.0,0.008010096149829995
38.92,16.73,307.0,10.0,0.00133793527703029
38.92,16.73,307.0,20.0,0.0026668636113279863
38.92,16.73,307.0,30.0,0.003995791945625683
38.92,16.73,307.0,40.0,0.005324720279923381
38.92,16.73,307.0,50.0,0.0066536486142210775
38.92,16.73,373.0,10.0,0.0011080491600779225
38.92,16.73,373.0,20.0,0.002206933179290226
38.92,16.73,373.0,30.0,0.003305817198502529
38.92,16.73,373.0,40.0,0.004404701217714831
38.92,16.73,373.0,50.0,0.005503585236927134
38.92,16.73,325.0,10.0,0.0012659694073223439
38.92,16.73,325.0,20.0,0.002522888605155643
38.92,16.73,325.0,30.0,0.0037798078029889427
38.92,16.73,325.0,40.0,0.00503672700082224
38.92,16.73,325.0,50.0,0.00629364619865554
38.92,25.1,137.0,10.0,0.002944578796850198
38.92,25.1,137.0,20.0,0.00588059617825381
38.92,25.1,137.0,30.0,0.008816613559657424
38.92,25.1,137.0,40.0,0.011752630941061033
38.92,25.1,137.0,50.0,0.01468864832246465
38.92,25.1,153.0,10.0,0.002639846447707981
38.92,25.1,153.0,20.0,0.005271095934870985
38.92,25.1,153.0,30.0,0.007902345422033993
38.92,25.1,153.0,40.0,0.010533594909196997
38.92,25.1,153.0,50.0,0.013164844396359997
38.92,25.1,182.0,10.0,0.0022241101625887797
38.92,25.1,182.0,20.0,0.004439559156111134
38.92,25.1,182.0,30.0,0.006655008149633488
38.92,25.1,182.0,40.0,0.008870457143155843
38.92,25.1,182.0,50.0,0.011085906136678196
38.92,25.1,178.0,10.0,0.002273397238387875
38.92,25.1,178.0,20.0,0.004538142147901879
38.92,25.1,178.0,30.0,0.006802887057415886
38.92,25.1,178.0,40.0,0.00906763196692989
38.92,25.1,178.0,50.0,0.011332376876443893
38.92,25.1,198.0,10.0,0.002046881773402833
38.92,25.1,198.0,20.0,0.004085067067323878
38.92,25.1,198.0,30.0,0.006123252361244923
38.92,25.1,198.0,40.0,0.008161437655165967
38.92,25.1,198.0,50.0,0.010199622949087014
38.92,25.1,238.0,10.0,0.0017080971732271316
38.92,25.1,238.0,20.0,0.003407409933419617
38.92,25.1,238.0,30.0,0.005106722693612103
38.92,25.1,238.0,40.0,0.006806035453804589
38.92,25.1,238.0,50.0,0.008505348213997075
38.92,25.1,254.0,10.0,0.0016024731813256297
38.92,25.1,254.0,20.0,0.0031961269090951426
38.92,25.1,254.0,30.0,0.004789780636864654
38.92,25.1,254.0,40.0,0.006383434364634167
38.92,25.1,254.0,50.0,0.007977088092403682
38.92,25.1,307.0,10.0,0.0013312737551568153
38.92,25.1,307.0,20.0,0.00265361250668428
38.92,25.1,307.0,30.0,0.003975951258211745
38.92,25.1,307.0,40.0,0.005298290009739209
38.92,25.1,307.0,50.0,0.0066206287612666755
38.92,25.1,373.0,10.0,0.0011013724605867738
38.92,25.1,373.0,20.0,0.0021936670995302216
38.92,25.1,373.0,30.0,0.0032859617384736676
38.92,25.1,373.0,40.0,0.004378256377417115
38.92,25.1,373.0,50.0,0.005470551016360563
38.92,25.1,325.0,10.0,0.0012593037348162409
38.92,25.1,325.0,20.0,0.0025096333998917662
38.92,25.1,325.0,30.0,0.0037599630649672905
38.92,25.1,325.0,40.0,0.0050102927300428165
38.92,25.1,325.0,50.0,0.006260622395118341
38.92,36.92,137.0,10.0,0.0029382678174659136
38.92,36.92,137.0,20.0,0.005868004846079864
38.92,36.92,137.0,30.0,0.008797741874693813
38.92,36.92,137.0,40.0,0.01172747890330776
38.92,36.92,137.0,50.0,0.014657215931921711
38.92,36.92,153.0,10.0,0.002633531865500709
38.92,36.92,153.0,20.0,0.005258500979781163
38.92,36.92,153.0,30.0,0.007883470094061616
38.92,36.92,153.0,40.0,0.01050843920834207
38.92,36.92,153.0,50.0,0.013133408322622527
38.92,36.92,182.0,10.0,0.002217789077990247
38.92,36.92,182.0,20.0,0.004426957688545134
38.92,36.92,182.0,30.0,0.006636126299100017
38.92,36.92,182.0,40.0,0.008845294909654907
38.92,36.92,182.0,50.0,0.011054463520209789
38.92,36.92,178.0,10.0,0.0022670770486808976
38.92,36.92,178.0,20.0,0.004525541574859977
38.92,36.92,178.0,30.0,0.006784006101039055
38.92,36.92,178.0,40.0,0.009042470627218134
38.92,36.92,178.0,50.0,0.011300935153397213
38.92,36.92,198.0,10.0,0.0020405571151994838
38.92,36.92,198.0,20.0,0.004072462032517563
38.92,36.92,198.0,30.0,0.006104366949835643
38.92,36.92,198.0,40.0,0.008136271867153723
38.92,36.92,198.0,50.0,0.010168176784471801
38.92,36.92,238.0,10.0,0.0017017636196712406
38.92,36.92,238.0,20.0,0.003394796048302146
38.92,36.92,238.0,30.0,0.005087828476933051
38.92,36.92,238.0,40.0,0.0067808609055639586
38.92,36.92,238.0,50.0,0.008473893334194864
38.92,36.92,254.0,10.0,0.0015961360838628324
38.92,36.92,254.0,20.0,0.0031835095078058522
38.92,36.92,254.0,30.0,0.0047708829317488705
38.92,36.92,254.0,40.0,0.006358256355691887
38.92,36.92,254.0,50.0,0.007945629779634908
38.92,36.92,307.0,10.0,0.0013249249708070518
38.92,36.92,307.0,20.0,0.0026409835417831873
38.92,36.92,307.0,30.0,0.003957042112759323
38.92,36.92,307.0,40.0,0.0052731006837354565
38.92,36.92,307.0,50.0,0.006589159254711592
38.92,36.92,373.0,10.0,0.0010950092239228042
38.92,36.92,373.0,20.0,0.002181023889372144
38.92,36.92,373.0,30.0,0.0032670385548214833
38.92,36.92,373.0,40.0,0.004353053220270822
38.92,36.92,373.0,50.0,0.005439067885720162
38.92,36.92,325.0,10.0,0.001252950998354786
38.92,36.92,325.0,20.0,0.0024970005341021046
38.92,36.92,325.0,30.0,0.0037410500698494232
38.92,36.92,325.0,40.0,0.004985099605596742
38.92,36.92,325.0,50.0,0.00622914914134406
38.92,54.1,137.0,10.0,0.002932836827455434
38.92,54.1,137.0,20.0,0.005857169237238271
38.92,54.1,137.0,30.0,0.00878150164702111
38.92,54.1,137.0,40.0,0.011705834056803947
38.92,54.1,137.0,50.0,0.01463016646658678
38.92,54.1,153.0,10.0,0.0026280977889920013
38.92,54.1,153.0,20.0,0.005247662269855903
38.92,54.1,153.0,30.0,0.007867226750719809
38.92,54.1,153.0,40.0,0.010486791231583715
38.92,54.1,153.0,50.0,0.013106355712447618
38.92,54.1,182.0,10.0,0.0022123494262334376
38.92,54.1,182.0,20.0,0.004416113398458041
38.92,54.1,182.0,30.0,0.006619877370682644
38.92,54.1,182.0,40.0,0.008823641342907251
38.92,54.1,182.0,50.0,0.011027405315131857
38.92,54.1,178.0,10.0,0.002261638164481362
38.92,54.1,178.0,20.0,0.004514698051503847
38.92,54.1,178.0,30.0,0.006767757938526334
38.92,54.1,178.0,40.0,0.009020817825548822
38.92,54.1,178.0,50.0,0.011273877712571307
38.92,54.1,198.0,10.0,0.002035114397715158
38.92,54.1,198.0,20.0,0.004061614684346515
38.92,54.1,198.0,30.0,0.006088114970977874
38.92,54.1,198.0,40.0,0.00811461525760923
38.92,54.1,198.0,50.0,0.010141115544240588
38.92,54.1,238.0,10.0,0.0016963132680647341
38.92,54.1,238.0,20.0,0.003383941111711366
38.92,54.1,238.0,30.0,0.005071568955357999
38.92,54.1,238.0,40.0,0.006759196799004632
38.92,54.1,238.0,50.0,0.008446824642651264
38.92,54.1,254.0,10.0,0.0015906826900450345
38.92,54.1,254.0,20.0,0.0031726515563849844
38.92,54.1,254.0,30.0,0.004754620422724934
38.92,54.1,254.0,40.0,0.006336589289064884
38.92,54.1,254.0,50.0,0.007918558155404832
38.92,54.1,307.0,10.0,0.001319461542701063
38.92,54.1,307.0,20.0,0.0026301156767347296
38.92,54.1,307.0,30.0,0.003940769810768397
38.92,54.1,307.0,40.0,0.005251423944802065
38.92,54.1,307.0,50.0,0.006562078078835731
38.92,54.1,373.0,10.0,0.0010895333846214677
38.92,54.1,373.0,20.0,0.0021701438146586563
38.92,54.1,373.0,30.0,0.0032507542446958432
38.92,54.1,373.0,40.0,0.0043313646747330315
38.92,54.1,373.0,50.0,0.005411975104770218
38.92,54.1,325.0,10.0,0.001247484176524757
38.92,54.1,325.0,20.0,0.0024861293252762037
38.92,54.1,325.0,30.0,0.0037247744740276493
38.92,54.1,325.0,40.0,0.0049634196227790976
38.92,54.1,325.0,50.0,0.0062020647715305445
38.92,77.63,137.0,10.0,0.0029283192626879872
38.92,77.63,137.0,20.0,0.005848156146392002
38.92,77.63,137.0,30.0,0.008767993030096016
38.92,77.63,137.0,40.0,0.011687829913800032
38.92,77.63,137.0,50.0,0.014607666797504047
38.92,77.63,153.0,10.0,0.0026235776867206792
38.92,77.63,153.0,20.0,0.005238646650936898
38.92,77.63,153.0,30.0,0.007853715615153115
38.92,77.63,153.0,40.0,0.010468784579369339
38.92,77.63,153.0,50.0,0.013083853543585556
38.92,77.63,182.0,10.0,0.0022078247316004423
38.92,77.63,182.0,20.0,0.004407093214746141
38.92,77.63,182.0,30.0,0.006606361697891841
38.92,77.63,182.0,40.0,0.008805630181037541
38.92,77.63,182.0,50.0,0.01100489866418324
38.92,77.63,178.0,10.0,0.0022571141026252483
38.92,77.63,178.0,20.0,0.004505678495924493
38.92,77.63,178.0,30.0,0.006754242889223737
38.92,77.63,178.0,40.0,0.00900280728252298
38.92,77.63,178.0,50.0,0.01125137167582222
38.92,77.63,198.0,10.0,0.0020305871743261745
38.92,77.63,198.0,20.0,0.004052591993141864
38.92,77.63,198.0,30.0,0.006074596811957555
38.92,77.63,198.0,40.0,0.008096601630773243
38.92,77.63,198.0,50.0,0.01011860644958893
38.92,77.63,238.0,10.0,0.0016917797404175253
38.92,77.63,238.0,20.0,0.0033749121873073197
38.92,77.63,238.0,30.0,0.005058044634197116
38.92,77.63,238.0,40.0,0.00674117708108691
38.92,77.63,238.0,50.0,0.008424309527976705
38.92,77.63,254.0,10.0,0.0015861466479965187
38.92,77.63,254.0,20.0,0.003163620152596928
38.92,77.63,254.0,30.0,0.0047410936571973365
38.92,77.63,254.0,40.0,0.006318567161797745
38.92,77.63,254.0,50.0,0.007896040666398152
38.92,77.63,307.0,10.0,0.001314917201396913
38.92,77.63,307.0,20.0,0.0026210761129031247
38.92,77.63,307.0,30.0,0.003927235024409333
38.92,77.63,307.0,40.0,0.005233393935915546
38.92,77.63,307.0,50.0,0.0065395528474217575
38.92,77.63,373.0,10.0,0.0010849787695862893
38.92,77.63,373.0,20.0,0.0021610941918813026
38.92,77.63,373.0,30.0,0.0032372096141763153
38.92,77.63,373.0,40.0,0.004313325036471329
38.92,77.63,373.0,50.0,0.0053894404587663414
38.92,77.63,325.0,10.0,0.0012429370267415991
38.92,77.63,325.0,20.0,0.002477087007422872
38.92,77.63,325.0,30.0,0.003711236988104145
38.92,77.63,325.0,40.0,0.004945386968785415
38.92,77.63,325.0,50.0,0.00617953694946669
38.92,104.5,137.0,10.0,0.002925656184565997
38.92,104.5,137.0,20.0,0.0058428429320555395
38.92,104.5,137.0,30.0,0.008760029679545082
38.92,104.5,137.0,40.0,0.011677216427034625
38.92,104.5,137.0,50.0,0.014594403174524168
38.92,104.5,153.0,10.0,0.002620913131577484
38.92,104.5,153.0,20.0,0.005233331969701597
38.92,104.5,153.0,30.0,0.007845750807825713
38.92,104.5,153.0,40.0,0.010458169645949833
38.92,104.5,153.0,50.0,0.013070588484073947
38.92,104.5,182.0,10.0,0.0022051575002071493
38.92,104.5,182.0,20.0,0.004401775881385428
38.92,104.5,182.0,30.0,0.006598394262563711
38.92,104.5,182.0,40.0,0.00879501264374199
38.92,104.5,182.0,50.0,0.010991631024920272
38.92,104.5,178.0,10.0,0.002254447240179224
38.92,104.5,178.0,20.0,0.00450036152765701
38.92,104.5,178.0,30.0,0.006746275815134791
38.92,104.5,178.0,40.0,0.008992190102612574
38.92,104.5,178.0,50.0,0.011238104390090358
38.92,104.5,198.0,10.0,0.0020279184680417933
38.92,104.5,198.0,20.0,0.004047273202119879
38.92,104.5,198.0,30.0,0.006066627936197964
38.92,104.5,198.0,40.0,0.00808598267027605
38.92,104.5,198.0,50.0,0.010105337404354134
38.92,104.5,238.0,10.0,0.0016891073546970333
38.92,104.5,238.0,20.0,0.0033695897726997988
38.92,104.5,238.0,30.0,0.005050072190702563
