Beam_I [mm4],Column_I [mm4],Bracing_A [mm2],Load_Lat [kN],Disp_lat [m]
3.178,25.1,182.0,30.0,0.00655471700195422
3.178,25.1,182.0,40.0,0.00873664595637873
3.178,25.1,182.0,50.0,0.010918574910803237
3.178,25.1,178.0,10.0,0.0022400981283487134
3.178,25.1,178.0,20.0,0.004471280354025193
3.178,25.1,178.0,30.0,0.006702462579701675
3.178,25.1,178.0,40.0,0.008933644805378154
3.178,25.1,178.0,50.0,0.011164827031054633
3.178,25.1,198.0,10.0,0.0020138209024592266
3.178,25.1,198.0,20.0,0.004018654973858931
3.178,25.1,198.0,30.0,0.006023489045258632
3.178,25.1,198.0,40.0,0.008028323116658334
3.178,25.1,198.0,50.0,0.01003315718805804
3.178,25.1,238.0,10.0,0.0016754985509707478
3.178,25.1,238.0,20.0,0.0033418702368042514
3.178,25.1,238.0,30.0,0.005008241922637754
3.178,25.1,238.0,40.0,0.006674613608471256
3.178,25.1,238.0,50.0,0.008340985294304758
3.178,25.1,254.0,10.0,0.0015700543873975355
3.178,25.1,254.0,20.0,0.0031309265456847747
3.178,25.1,254.0,30.0,0.004691798703972016
3.178,25.1,254.0,40.0,0.006252670862259254
3.178,25.1,254.0,50.0,0.007813543020546494
3.178,25.1,307.0,10.0,0.0012994312482538883
3.178,25.1,307.0,20.0,0.0025894993624766306
3.178,25.1,307.0,30.0,0.003879567476699373
3.178,25.1,307.0,40.0,0.005169635590922114
3.178,25.1,307.0,50.0,0.006459703705144856
3.178,25.1,373.0,10.0,0.0010702090611014272
3.178,25.1,373.0,20.0,0.002130834668631172
3.178,25.1,373.0,30.0,0.003191460276160915
3.178,25.1,373.0,40.0,0.004252085883690659
3.178,25.1,373.0,50.0,0.005312711491220402
3.178,25.1,325.0,10.0,0.0012276505067302151
3.178,25.1,325.0,20.0,0.002445877267908729
3.178,25.1,325.0,30.0,0.0036641040290872435
3.178,25.1,325.0,40.0,0.004882330790265759
3.178,25.1,325.0,50.0,0.006100557551444274
3.178,36.92,137.0,10.0,0.0029045388198260516
3.178,36.92,137.0,20.0,0.0058003395998186096
3.178,36.92,137.0,30.0,0.008696140379811165
3.178,36.92,137.0,40.0,0.011591941159803719
3.178,36.92,137.0,50.0,0.014487741939796277
3.178,36.92,153.0,10.0,0.002600002913530518
3.178,36.92,153.0,20.0,0.005191213452037533
3.178,36.92,153.0,30.0,0.007782423990544549
3.178,36.92,153.0,40.0,0.010373634529051566
3.178,36.92,153.0,50.0,0.012964845067558581
3.178,36.92,182.0,10.0,0.0021846142545523233
3.178,36.92,182.0,20.0,0.0043603387268643795
3.178,36.92,182.0,30.0,0.006536063199176439
3.178,36.92,182.0,40.0,0.008711787671488495
3.178,36.92,182.0,50.0,0.010887512143800553
3.178,36.92,178.0,10.0,0.0022338540111690947
3.178,36.92,178.0,20.0,0.004458831595550676
3.178,36.92,178.0,30.0,0.006683809179932256
3.178,36.92,178.0,40.0,0.008908786764313836
3.178,36.92,178.0,50.0,0.011133764348695417
3.178,36.92,198.0,10.0,0.0020075731841154533
3.178,36.92,198.0,20.0,0.004006203412594625
3.178,36.92,198.0,30.0,0.006004833641073797
3.178,36.92,198.0,40.0,0.008003463869552965
3.178,36.92,198.0,50.0,0.010002094098032138
3.178,36.92,238.0,10.0,0.0016692436673585592
3.178,36.92,238.0,20.0,0.0033294131194710748
3.178,36.92,238.0,30.0,0.00498958257158359
3.178,36.92,238.0,40.0,0.006649752023696107
3.178,36.92,238.0,50.0,0.008309921475808621
3.178,36.92,254.0,10.0,0.0015637966489861852
3.178,36.92,254.0,20.0,0.003118467219429712
3.178,36.92,254.0,30.0,0.004673137789873237
3.178,36.92,254.0,40.0,0.006227808360316764
3.178,36.92,254.0,50.0,0.00778247893076029
3.178,36.92,307.0,10.0,0.0012931640876780184
3.178,36.92,307.0,20.0,0.002577032752610564
3.178,36.92,307.0,30.0,0.0038609014175431094
3.178,36.92,307.0,40.0,0.005144770082475656
3.178,36.92,307.0,50.0,0.006428638747408204
3.178,36.92,373.0,10.0,0.001063930217258948
3.178,36.92,373.0,20.0,0.002118359020185378
3.178,36.92,373.0,30.0,0.0031727878231118073
3.178,36.92,373.0,40.0,0.004227216626038237
3.178,36.92,373.0,50.0,0.005281645428964666
3.178,36.92,325.0,10.0,0.0012213801555123539
3.178,36.92,325.0,20.0,0.002433408191452598
3.178,36.92,325.0,30.0,0.003645436227392842
3.178,36.92,325.0,40.0,0.004857464263333086
3.178,36.92,325.0,50.0,0.006069492299273329
3.178,54.1,137.0,10.0,0.002899213262479374
3.178,54.1,137.0,20.0,0.005789714766011519
3.178,54.1,137.0,30.0,0.00868021626954366
3.178,54.1,137.0,40.0,0.011570717773075799
3.178,54.1,137.0,50.0,0.014461219276607944
3.178,54.1,153.0,10.0,0.0025946751435557717
3.178,54.1,153.0,20.0,0.005180587233356922
3.178,54.1,153.0,30.0,0.007766499323158076
3.178,54.1,153.0,40.0,0.010352411412959233
3.178,54.1,153.0,50.0,0.012938323502760385
3.178,54.1,182.0,10.0,0.002179282470707789
3.178,54.1,182.0,20.0,0.004349709985828736
3.178,54.1,182.0,30.0,0.006520137500949685
3.178,54.1,182.0,40.0,0.008690565016070633
3.178,54.1,182.0,50.0,0.010860992531191582
3.178,54.1,178.0,10.0,0.0022285227812871124
3.178,54.1,178.0,20.0,0.004448203203563474
3.178,54.1,178.0,30.0,0.006667883625839838
3.178,54.1,178.0,40.0,0.008887564048116197
3.178,54.1,178.0,50.0,0.01110724447039256
3.178,54.1,198.0,10.0,0.002002239183133768
3.178,54.1,198.0,20.0,0.003995573271038041
3.178,54.1,198.0,30.0,0.005988907358942313
3.178,54.1,198.0,40.0,0.007982241446846582
3.178,54.1,198.0,50.0,0.009975575534750855
3.178,54.1,238.0,10.0,0.001663904112197277
3.178,54.1,238.0,20.0,0.003318779440631265
3.178,54.1,238.0,30.0,0.004973654769065254
3.178,54.1,238.0,40.0,0.006628530097499242
3.178,54.1,238.0,50.0,0.00828340542593323
3.178,54.1,254.0,10.0,0.001558454866574424
3.178,54.1,254.0,20.0,0.00310783210894069
3.178,54.1,254.0,30.0,0.0046572093513069564
3.178,54.1,254.0,40.0,0.006206586593673223
3.178,54.1,254.0,50.0,0.007755963836039489
3.178,54.1,307.0,10.0,0.001287814899327994
3.178,54.1,307.0,20.0,0.0025663928206872333
3.178,54.1,307.0,30.0,0.0038449707420464716
3.178,54.1,307.0,40.0,0.00512354866340571
3.178,54.1,307.0,50.0,0.00640212658476495
3.178,54.1,373.0,10.0,0.001058571735367656
3.178,54.1,373.0,20.0,0.0021077128963940977
3.178,54.1,373.0,30.0,0.0031568540574205403
3.178,54.1,373.0,40.0,0.00420599521844698
3.178,54.1,373.0,50.0,0.00525513637947342
3.178,54.1,325.0,10.0,0.0012160284408881882
3.178,54.1,325.0,20.0,0.002422766592286464
3.178,54.1,325.0,30.0,0.00362950474368474
3.178,54.1,325.0,40.0,0.004836242895083019
3.178,54.1,325.0,50.0,0.006042981046481294
3.178,77.63,137.0,10.0,0.002894835970790574
3.178,77.63,137.0,20.0,0.005780982247777064
3.178,77.63,137.0,30.0,0.008667128524763552
3.178,77.63,137.0,40.0,0.011553274801750042
3.178,77.63,137.0,50.0,0.01443942107873653
3.178,77.63,153.0,10.0,0.002590296401107921
3.178,77.63,153.0,20.0,0.005171854349459344
3.178,77.63,153.0,30.0,0.007753412297810771
3.178,77.63,153.0,40.0,0.010334970246162195
3.178,77.63,153.0,50.0,0.012916528194513624
3.178,77.63,182.0,10.0,0.0021749010565879053
3.178,77.63,182.0,20.0,0.00434097635348836
3.178,77.63,182.0,30.0,0.006507051650388814
3.178,77.63,182.0,40.0,0.008673126947289268
3.178,77.63,182.0,50.0,0.010839202244189723
3.178,77.63,178.0,10.0,0.002224141738763723
3.178,77.63,178.0,20.0,0.004439469680788393
3.178,77.63,178.0,30.0,0.006654797622813062
3.178,77.63,178.0,40.0,0.008870125564837735
3.178,77.63,178.0,50.0,0.011085453506862403
3.178,77.63,198.0,10.0,0.0019978562730681468
3.178,77.63,198.0,20.0,0.003986839180684909
3.178,77.63,198.0,30.0,0.00597582208830167
3.178,77.63,198.0,40.0,0.007964804995918432
3.178,77.63,198.0,50.0,0.009953787903535193
3.178,77.63,238.0,10.0,0.00165951739724531
3.178,77.63,238.0,20.0,0.003310044069790129
3.178,77.63,238.0,30.0,0.004960570742334949
3.178,77.63,238.0,40.0,0.006611097414879769
3.178,77.63,238.0,50.0,0.008261624087424589
3.178,77.63,254.0,10.0,0.0015540666043016415
3.178,77.63,254.0,20.0,0.0030990961726763823
3.178,77.63,254.0,30.0,0.004644125741051125
3.178,77.63,254.0,40.0,0.006189155309425865
3.178,77.63,254.0,50.0,0.007734184877800606
3.178,77.63,307.0,10.0,0.001283421410730952
3.178,77.63,307.0,20.0,0.002557654798711569
3.178,77.63,307.0,30.0,0.0038318881866921885
3.178,77.63,307.0,40.0,0.005106121574672807
3.178,77.63,307.0,50.0,0.006380354962653424
3.178,77.63,373.0,10.0,0.001054171527909032
3.178,77.63,373.0,20.0,0.002098971832301399
3.178,77.63,373.0,30.0,0.0031437721366937652
3.178,77.63,373.0,40.0,0.004188572441086133
3.178,77.63,373.0,50.0,0.005233372745478498
3.178,77.63,325.0,10.0,0.0012116331427055665
3.178,77.63,325.0,20.0,0.002414027788833779
3.178,77.63,325.0,30.0,0.0036164224349619902
3.178,77.63,325.0,40.0,0.0048188170810902035
3.178,77.63,325.0,50.0,0.006021211727218414
3.178,104.5,137.0,10.0,0.002892327709528405
3.178,104.5,137.0,20.0,0.005775978812568018
3.178,104.5,137.0,30.0,0.008659629915607632
3.178,104.5,137.0,40.0,0.011543281018647244
3.178,104.5,137.0,50.0,0.014426932121686858
3.178,104.5,153.0,10.0,0.002587787804893128
3.178,104.5,153.0,20.0,0.0051668517449128485
3.178,104.5,153.0,30.0,0.007745915684932571
3.178,104.5,153.0,40.0,0.01032497962495229
3.178,104.5,153.0,50.0,0.01290404356497201
3.178,104.5,182.0,10.0,0.002172391783278481
3.178,104.5,182.0,20.0,0.004335975118818223
3.178,104.5,182.0,30.0,0.0064995584543579695
3.178,104.5,182.0,40.0,0.008663141789897716
3.178,104.5,182.0,50.0,0.010826725125437456
3.178,104.5,178.0,10.0,0.0022216325640060292
3.178,104.5,178.0,20.0,0.004434468267184055
3.178,104.5,178.0,30.0,0.006647303970362077
3.178,104.5,178.0,40.0,0.008860139673540102
3.178,104.5,178.0,50.0,0.011072975376718124
3.178,104.5,198.0,10.0,0.0019953465896058995
3.178,104.5,198.0,20.0,0.00398183863073346
3.178,104.5,198.0,30.0,0.005968330671861018
3.178,104.5,198.0,40.0,0.007954822712988575
3.178,104.5,198.0,50.0,0.009941314754116132
3.178,104.5,238.0,10.0,0.0016570065808641035
3.178,104.5,238.0,20.0,0.0033050450217491194
3.178,104.5,238.0,30.0,0.004953083462634135
3.178,104.5,238.0,40.0,0.0066011219035191524
3.178,104.5,238.0,50.0,0.008249160344404167
3.178,104.5,254.0,10.0,0.001551555293390951
3.178,104.5,254.0,20.0,0.0030940976443493756
3.178,104.5,254.0,30.0,0.004636639995307804
3.178,104.5,254.0,40.0,0.006179182346266229
3.178,104.5,254.0,50.0,0.007721724697224653
3.178,104.5,307.0,10.0,0.0012809083012891114
3.178,104.5,307.0,20.0,0.00255265767604633
3.178,104.5,307.0,30.0,0.0038244070508035464
3.178,104.5,307.0,40.0,0.005096156425560766
3.178,104.5,307.0,50.0,0.006367905800317984
3.178,104.5,373.0,10.0,0.0010516558534545456
3.178,104.5,373.0,20.0,0.002093975816736706
3.178,104.5,373.0,30.0,0.003136295780018868
3.178,104.5,373.0,40.0,0.004178615743301029
3.178,104.5,373.0,50.0,0.00522093570658319
3.178,104.5,325.0,10.0,0.0012091193684526439
3.178,104.5,325.0,20.0,0.0024090310369177504
3.178,104.5,325.0,30.0,0.003608942705382857
3.178,104.5,325.0,40.0,0.004808854373847963
3.178,104.5,325.0,50.0,0.006008766042313069
3.178,136.7,137.0,10.0,0.002890313003799016
3.178,136.7,137.0,20.0,0.005771960394362993
3.178,136.7,137.0,30.0,0.00865360778492697
3.178,136.7,137.0,40.0,0.011535255175490946
3.178,136.7,137.0,50.0,0.014416902566054931
3.178,136.7,153.0,10.0,0.002585773227884304
3.178,136.7,153.0,20.0,0.005162834834982804
3.178,136.7,153.0,30.0,0.007739896442081305
3.178,136.7,153.0,40.0,0.010316958049179805
3.178,136.7,153.0,50.0,0.012894019656278306
3.178,136.7,182.0,10.0,0.0021703773461201874
3.178,136.7,182.0,20.0,0.004331960759026507
3.178,136.7,182.0,30.0,0.006493544171932824
3.178,136.7,182.0,40.0,0.008655127584839143
3.178,136.7,182.0,50.0,0.010816710997745465
3.178,136.7,178.0,10.0,0.0022196181144464094
3.178,136.7,178.0,20.0,0.0044304535691468885
3.178,136.7,178.0,30.0,0.006641289023847369
3.178,136.7,178.0,40.0,0.008852124478547848
3.178,136.7,178.0,50.0,0.011062959933248332
3.178,136.7,198.0,10.0,0.0019933321808080183
3.178,136.7,198.0,20.0,0.003977825582359004
3.178,136.7,198.0,30.0,0.00596231898390999
3.178,136.7,198.0,40.0,0.007946812385460975
3.178,136.7,198.0,50.0,0.009931305787011959
3.178,136.7,238.0,10.0,0.001654992100340218
3.178,136.7,238.0,20.0,0.003301034973048221
3.178,136.7,238.0,30.0,0.004947077845756224
3.178,136.7,238.0,40.0,0.006593120718464229
3.178,136.7,238.0,50.0,0.008239163591172233
3.178,136.7,254.0,10.0,0.0015495407296569333
3.178,136.7,254.0,20.0,0.003090088688907533
3.178,136.7,254.0,30.0,0.004630636648158132
3.178,136.7,254.0,40.0,0.006171184607408729
3.178,136.7,254.0,50.0,0.0077117325666593295
3.178,136.7,307.0,10.0,0.001278893252481178
3.178,136.7,307.0,20.0,0.002548651932015723
3.178,136.7,307.0,30.0,0.003818410611550268
3.178,136.7,307.0,40.0,0.005088169291084812
3.178,136.7,307.0,50.0,0.0063579279706193585
3.178,136.7,373.0,10.0,0.0010496397801407435
3.178,136.7,373.0,20.0,0.0020899732473767933
3.178,136.7,373.0,30.0,0.0031303067146128435
3.178,136.7,373.0,40.0,0.004170640181848893
3.178,136.7,373.0,50.0,0.005210973649084944
3.178,136.7,325.0,10.0,0.0012071040848980535
3.178,136.7,325.0,20.0,0.0024050262463596902
3.178,136.7,325.0,30.0,0.003602948407821327
3.178,136.7,325.0,40.0,0.004800870569282964
3.178,136.7,325.0,50.0,0.005998792730744603
5.412,3.492,137.0,10.0,0.0029653327057465135
5.412,3.492,137.0,20.0,0.005921739746206558
5.412,3.492,137.0,30.0,0.008878146786666603
5.412,3.492,137.0,40.0,0.01183455382712665
5.412,3.492,137.0,50.0,0.014790960867586694
5.412,3.492,153.0,10.0,0.002660749407620038
5.412,3.492,153.0,20.0,0.005312496377045598
5.412,3.492,153.0,30.0,0.007964243346471155
5.412,3.492,153.0,40.0,0.010615990315896719
5.412,3.492,153.0,50.0,0.013267737285322274
5.412,3.492,182.0,10.0,0.002245278347735962
5.412,3.492,182.0,20.0,0.004481416019157073
5.412,3.492,182.0,30.0,0.006717553690578184
5.412,3.492,182.0,40.0,0.008953691361999295
5.412,3.492,182.0,50.0,0.011189829033420407
5.412,3.492,178.0,10.0,0.00229452920923311
5.412,3.492,178.0,20.0,0.00457993674116481
5.412,3.492,178.0,30.0,0.0068653442730965105
5.412,3.492,178.0,40.0,0.009150751805028211
5.412,3.492,178.0,50.0,0.011436159336959913
5.412,3.492,198.0,10.0,0.0020681936674332847
5.412,3.492,198.0,20.0,0.004127170875583826
5.412,3.492,198.0,30.0,0.0061861480837343665
5.412,3.492,198.0,40.0,0.008245125291884908
5.412,3.492,198.0,50.0,0.010304102500035451
5.412,3.492,238.0,10.0,0.0017297605709487842
5.412,3.492,238.0,20.0,0.0034501166677923653
5.412,3.492,238.0,30.0,0.005170472764635946
5.412,3.492,238.0,40.0,0.006890828861479528
5.412,3.492,238.0,50.0,0.00861118495832311
5.412,3.492,254.0,10.0,0.0016242741959894625
5.412,3.492,254.0,20.0,0.0032390692664498503
5.412,3.492,254.0,30.0,0.004853864336910238
5.412,3.492,254.0,40.0,0.006468659407370624
5.412,3.492,254.0,50.0,0.008083454477831013
5.412,3.492,307.0,10.0,0.001353519146212632
5.412,3.492,307.0,20.0,0.0026973140172387054
5.412,3.492,307.0,30.0,0.004041108888264778
5.412,3.492,307.0,40.0,0.005384903759290853
5.412,3.492,307.0,50.0,0.006728698630316927
5.412,3.492,373.0,10.0,0.0011241482572713572
5.412,3.492,373.0,20.0,0.0022382712248523577
5.412,3.492,373.0,30.0,0.0033523941924333573
5.412,3.492,373.0,40.0,0.004466517160014356
5.412,3.492,373.0,50.0,0.005580640127595356
5.412,3.492,325.0,10.0,0.0012816962158410667
5.412,3.492,325.0,20.0,0.00255358560972914
5.412,3.492,325.0,30.0,0.003825475003617215
5.412,3.492,325.0,40.0,0.00509736439750529
5.412,3.492,325.0,50.0,0.006369253791393365
5.412,6.062,137.0,10.0,0.002951674501604067
5.412,6.062,137.0,20.0,0.0058944897053943126
5.412,6.062,137.0,30.0,0.008837304909184558
5.412,6.062,137.0,40.0,0.011780120112974801
5.412,6.062,137.0,50.0,0.014722935316765051
5.412,6.062,153.0,10.0,0.0026470837929698453
5.412,6.062,153.0,20.0,0.0052852392117607744
5.412,6.062,153.0,30.0,0.007923394630551703
5.412,6.062,153.0,40.0,0.010561550049342635
5.412,6.062,153.0,50.0,0.013199705468133562
5.412,6.062,182.0,10.0,0.0022315994086930984
5.412,6.062,182.0,20.0,0.004454146108644545
5.412,6.062,182.0,30.0,0.0066766928085959885
5.412,6.062,182.0,40.0,0.008899239508547431
5.412,6.062,182.0,50.0,0.011121786208498878
5.412,6.062,178.0,10.0,0.002280852100235648
5.412,6.062,178.0,20.0,0.0045526685764670635
5.412,6.062,178.0,30.0,0.006824485052698478
5.412,6.062,178.0,40.0,0.009096301528929896
5.412,6.062,178.0,50.0,0.011368118005161307
5.412,6.062,198.0,10.0,0.002054507431922928
5.412,6.062,198.0,20.0,0.004099894018549343
5.412,6.062,198.0,30.0,0.006145280605175757
5.412,6.062,198.0,40.0,0.008190667191802168
5.412,6.062,198.0,50.0,0.010236053778428586
5.412,6.062,238.0,10.0,0.0017160562501906467
5.412,6.062,238.0,20.0,0.0034228226849050466
5.412,6.062,238.0,30.0,0.005129589119619447
5.412,6.062,238.0,40.0,0.006836355554333848
5.412,6.062,238.0,50.0,0.008543121989048249
5.412,6.062,254.0,10.0,0.0016105626991554881
5.412,6.062,254.0,20.0,0.003211768522338756
5.412,6.062,254.0,30.0,0.0048129743455220236
5.412,6.062,254.0,40.0,0.006414180168705291
5.412,6.062,254.0,50.0,0.008015385991888559
5.412,6.062,307.0,10.0,0.0013397840922276297
5.412,6.062,307.0,20.0,0.002669991203446707
5.412,6.062,307.0,30.0,0.004000198314665784
5.412,6.062,307.0,40.0,0.005330405425884861
5.412,6.062,307.0,50.0,0.006660612537103939
5.412,6.062,373.0,10.0,0.0011103842743766172
5.412,6.062,373.0,20.0,0.00221092154881429
5.412,6.062,373.0,30.0,0.0033114588232519633
5.412,6.062,373.0,40.0,0.004411996097689635
5.412,6.062,373.0,50.0,0.005512533372127309
5.412,6.062,325.0,10.0,0.0012679532302512847
5.412,6.062,325.0,20.0,0.0025262554059025124
5.412,6.062,325.0,30.0,0.0037845575815537427
5.412,6.062,325.0,40.0,0.0050428597572049726
5.412,6.062,325.0,50.0,0.006301161932856202
5.412,10.33,137.0,10.0,0.002937991420316389
5.412,10.33,137.0,20.0,0.005867190032237445
5.412,10.33,137.0,30.0,0.008796388644158505
5.412,10.33,137.0,40.0,0.01172558725607956
5.412,10.33,137.0,50.0,0.01465478586800061
5.412,10.33,153.0,10.0,0.002633393313538991
5.412,10.33,153.0,20.0,0.005257932456601881
5.412,10.33,153.0,30.0,0.00788247159966477
5.412,10.33,153.0,40.0,0.010507010742727658
5.412,10.33,153.0,50.0,0.013131549885790546
5.412,10.33,182.0,10.0,0.002217895627996472
5.412,10.33,182.0,20.0,0.004426826688685387
5.412,10.33,182.0,30.0,0.006635757749374304
5.412,10.33,182.0,40.0,0.008844688810063218
5.412,10.33,182.0,50.0,0.011053619870752134
5.412,10.33,178.0,10.0,0.0022671501463785815
5.412,10.33,178.0,20.0,0.004525350891072101
5.412,10.33,178.0,30.0,0.0067835516357656195
5.412,10.33,178.0,40.0,0.00904175238045914
5.412,10.33,178.0,50.0,0.011299953125152659
5.412,10.33,198.0,10.0,0.0020407963675361305
5.412,10.33,198.0,20.0,0.004072567697303714
5.412,10.33,198.0,30.0,0.0061043390270712995
5.412,10.33,198.0,40.0,0.00813611035683888
5.412,10.33,198.0,50.0,0.010167881686606465
5.412,10.33,238.0,10.0,0.001702327131597809
5.412,10.33,238.0,20.0,0.003395479350879177
5.412,10.33,238.0,30.0,0.005088631570160546
5.412,10.33,238.0,40.0,0.006781783789441915
5.412,10.33,238.0,50.0,0.008474936008723288
5.412,10.33,254.0,10.0,0.0015968264163569712
5.412,10.33,254.0,20.0,0.0031844184717647675
5.412,10.33,254.0,30.0,0.004772010527172563
5.412,10.33,254.0,40.0,0.006359602582580356
5.412,10.33,254.0,50.0,0.007947194637988151
5.412,10.33,307.0,10.0,0.0013260242887885509
5.412,10.33,307.0,20.0,0.0026426192270586238
5.412,10.33,307.0,30.0,0.003959214165328698
5.412,10.33,307.0,40.0,0.005275809103598772
5.412,10.33,307.0,50.0,0.006592404041868846
5.412,10.33,373.0,10.0,0.0010965955809906511
5.412,10.33,373.0,20.0,0.002183522878424022
5.412,10.33,373.0,30.0,0.0032704501758573945
5.412,10.33,373.0,40.0,0.004357377473290766
5.412,10.33,373.0,50.0,0.005444304770724136
5.412,10.33,325.0,10.0,0.0012541855065575315
5.412,10.33,325.0,20.0,0.0024988760866322996
5.412,10.33,325.0,30.0,0.0037435666667070674
5.412,10.33,325.0,40.0,0.004988257246781837
5.412,10.33,325.0,50.0,0.006232947826856604
5.412,16.73,137.0,10.0,0.00292719443226817
5.412,16.73,137.0,20.0,0.005845648480132058
5.412,16.73,137.0,30.0,0.008764102527995941
5.412,16.73,137.0,40.0,0.011682556575859827
5.412,16.73,137.0,50.0,0.014601010623723713
5.412,16.73,153.0,10.0,0.0026225905382364443
5.412,16.73,153.0,20.0,0.0052363854212045735
5.412,16.73,153.0,30.0,0.007850180304172703
5.412,16.73,153.0,40.0,0.010463975187140831
5.412,16.73,153.0,50.0,0.013077770070108958
5.412,16.73,182.0,10.0,0.00220708244769409
5.412,16.73,182.0,20.0,0.004405269852099974
5.412,16.73,182.0,30.0,0.006603457256505857
5.412,16.73,182.0,40.0,0.008801644660911741
5.412,16.73,182.0,50.0,0.010999832065317624
5.412,16.73,178.0,10.0,0.0022563383951780783
5.412,16.73,178.0,20.0,0.004503795396639277
5.412,16.73,178.0,30.0,0.006751252398100471
5.412,16.73,178.0,40.0,0.008998709399561667
5.412,16.73,178.0,50.0,0.011246166401022868
5.412,16.73,198.0,10.0,0.002029977489073844
5.412,16.73,198.0,20.0,0.004051005521012229
5.412,16.73,198.0,30.0,0.006072033552950613
5.412,16.73,198.0,40.0,0.008093061584888997
5.412,16.73,198.0,50.0,0.010114089616827382
5.412,16.73,238.0,10.0,0.001691494126354773
5.412,16.73,238.0,20.0,0.003373904010950169
5.412,16.73,238.0,30.0,0.0050563138955455654
5.412,16.73,238.0,40.0,0.00673872378014096
5.412,16.73,238.0,50.0,0.008421133664736357
5.412,16.73,254.0,10.0,0.0015859878040414073
5.412,16.73,254.0,20.0,0.003162837933871748
5.412,16.73,254.0,30.0,0.0047396880637020885
5.412,16.73,254.0,40.0,0.0063165381935324305
5.412,16.73,254.0,50.0,0.007893388323362772
5.412,16.73,307.0,10.0,0.0013151672616461443
5.412,16.73,307.0,20.0,0.0026210217131833785
5.412,16.73,307.0,30.0,0.0039268761647206114
5.412,16.73,307.0,40.0,0.005232730616257845
5.412,16.73,307.0,50.0,0.006538585067795079
5.412,16.73,373.0,10.0,0.0010857159205976583
5.412,16.73,373.0,20.0,0.0021619046762952686
5.412,16.73,373.0,30.0,0.0032380934319928786
5.412,16.73,373.0,40.0,0.004314282187690488
5.412,16.73,373.0,50.0,0.0053904709433880964
5.412,16.73,325.0,10.0,0.0012433222761078916
5.412,16.73,325.0,20.0,0.002477272884376998
5.412,16.73,325.0,30.0,0.003711223492646103
5.412,16.73,325.0,40.0,0.004945174100915209
5.412,16.73,325.0,50.0,0.0061791247091843166
5.412,25.1,137.0,10.0,0.0029206047530672785
5.412,25.1,137.0,20.0,0.0058325009816682875
5.412,25.1,137.0,30.0,0.00874439721026929
5.412,25.1,137.0,40.0,0.011656293438870301
5.412,25.1,137.0,50.0,0.014568189667471306
5.412,25.1,153.0,10.0,0.0026159973977187266
5.412,25.1,153.0,20.0,0.005223234720358356
5.412,25.1,153.0,30.0,0.007830472042997987
5.412,25.1,153.0,40.0,0.010437709365637619
5.412,25.1,153.0,50.0,0.013044946688277248
5.412,25.1,182.0,10.0,0.0022004830852426797
5.412,25.1,182.0,20.0,0.0043921134364262255
5.412,25.1,182.0,30.0,0.006583743787609772
5.412,25.1,182.0,40.0,0.008775374138793323
5.412,25.1,182.0,50.0,0.010967004489976865
5.412,25.1,178.0,10.0,0.002249739887287283
5.412,25.1,178.0,20.0,0.00449063976307117
5.412,25.1,178.0,30.0,0.006731539638855058
5.412,25.1,178.0,40.0,0.008972439514638943
5.412,25.1,178.0,50.0,0.011213339390422829
5.412,25.1,198.0,10.0,0.0020233747190800152
5.412,25.1,198.0,20.0,0.0040378459945926305
5.412,25.1,198.0,30.0,0.006052317270105244
5.412,25.1,198.0,40.0,0.00806678854561786
5.412,25.1,198.0,50.0,0.010081259821130473
5.412,25.1,238.0,10.0,0.0016848829054280424
5.412,25.1,238.0,20.0,0.003360736817191669
5.412,25.1,238.0,30.0,0.005036590728955298
5.412,25.1,238.0,40.0,0.006712444640718927
5.412,25.1,238.0,50.0,0.008388298552482555
5.412,25.1,254.0,10.0,0.001579373227100272
5.412,25.1,254.0,20.0,0.003149667711458852
5.412,25.1,254.0,30.0,0.004719962195817432
5.412,25.1,254.0,40.0,0.006290256680176013
5.412,25.1,254.0,50.0,0.007860551164534595
5.412,25.1,307.0,10.0,0.0013085416536960585
5.412,25.1,307.0,20.0,0.0026078415891505097
5.412,25.1,307.0,30.0,0.00390714152460496
5.412,25.1,307.0,40.0,0.005206441460059411
5.412,25.1,307.0,50.0,0.006505741395513863
5.412,25.1,373.0,10.0,0.0010790767324959643
5.412,25.1,373.0,20.0,0.0021487124543315065
5.412,25.1,373.0,30.0,0.003218348176167047
5.412,25.1,373.0,40.0,0.004287983898002588
5.412,25.1,373.0,50.0,0.005357619619838129
5.412,25.1,325.0,10.0,0.0012366929486742546
5.412,25.1,325.0,20.0,0.002464089437759931
5.412,25.1,325.0,30.0,0.003691485926845608
5.412,25.1,325.0,40.0,0.004918882415931286
5.412,25.1,325.0,50.0,0.006146278905016963
5.412,36.92,137.0,10.0,0.002914338332452348
5.412,36.92,137.0,20.0,0.00581999860531065
5.412,36.92,137.0,30.0,0.008725658878168955
5.412,36.92,137.0,40.0,0.011631319151027254
5.412,36.92,137.0,50.0,0.014536979423885559
5.412,36.92,153.0,10.0,0.0026097277687571847
5.412,36.92,153.0,20.0,0.0052107294696244226
5.412,36.92,153.0,30.0,0.007811731170491659
5.412,36.92,153.0,40.0,0.0104127328713589
5.412,36.92,153.0,50.0,0.013013734572226139
5.412,36.92,182.0,10.0,0.00219420768049352
5.412,36.92,182.0,20.0,0.004379603044423075
5.412,36.92,182.0,30.0,0.006564998408352625
5.412,36.92,182.0,40.0,0.00875039377228218
